time,open,high,low,close,volume
2020-01-03 09:00:00,6244.33,6506.73,6244.33,6506.73,0.310455
2020-01-03 10:00:00,6548.22,6551.62,6548.22,6551.62,0.05
2020-01-03 11:00:00,6565.43,6565.43,6565.38,6565.43,0.101456
2020-01-03 12:00:00,6565.43,6607.39,6535.82,6581.57,2.079176
2020-01-03 13:00:00,6581.57,6581.57,6581.57,6581.57,0.0
2020-01-03 14:00:00,6552.79,6581.57,6548.5,6581.57,0.098878
2020-01-03 15:00:00,6505.82,6505.82,6505.82,6505.82,0.00169
2020-01-03 16:00:00,6494.83,6505.82,6494.83,6505.82,0.10222
2020-01-03 17:00:00,6608.59,6608.59,6599.71,6599.71,0.005718
2020-01-03 18:00:00,6599.71,6599.72,6566.96,6566.96,0.092842
2020-01-03 19:00:00,6566.96,6573.79,6566.96,6573.79,0.007088
2020-01-03 20:00:00,6542.05,6550.23,6542.05,6550.23,0.200982
2020-01-03 21:00:00,6567.81,6567.81,6543.35,6543.35,0.292741
2020-01-03 22:00:00,6543.35,6543.35,6543.35,6543.35,0.194353
2020-01-03 23:00:00,6516.32,6516.32,6516.32,6516.32,0.009114
2020-01-04 00:00:00,6535.13,6568.73,6535.13,6568.73,0.012267
2020-01-04 01:00:00,6558.96,6559.15,6558.96,6559.15,0.003565
2020-01-04 02:00:00,6549.84,6549.84,6549.84,6549.84,0.00353
2020-01-04 03:00:00,6549.84,6549.84,6549.84,6549.84,0.0
2020-01-04 04:00:00,6549.84,6553.5,6533.6,6533.6,0.077869
2020-01-04 05:00:00,6533.6,6533.6,6533.6,6533.6,0.0
2020-01-04 06:00:00,6573.79,6573.79,6573.79,6573.79,0.015518
2020-01-04 07:00:00,6573.79,6573.79,6573.79,6573.79,0.024881
2020-01-04 08:00:00,6573.79,6573.79,6573.79,6573.79,0.000578
2020-01-04 09:00:00,6573.79,6573.79,6573.79,6573.79,0.0
2020-01-04 10:00:00,6573.79,6573.79,6573.79,6573.79,0.011717
2020-01-04 11:00:00,6573.79,6586.27,6573.79,6586.27,0.003276
2020-01-04 12:00:00,6539.78,6539.78,6539.78,6539.78,0.002
2020-01-04 13:00:00,6570.63,6600.05,6561.54,6561.54,1.173297
2020-01-04 14:00:00,6539.66,6545.0,6539.66,6545.0,0.168269
2020-01-04 15:00:00,6520.12,6550.0,6520.12,6550.0,0.005435
2020-01-04 16:00:00,6530.84,6530.84,6530.84,6530.84,0.005657
2020-01-04 17:00:00,6530.84,6530.84,6530.84,6530.84,0.002078
2020-01-04 18:00:00,6530.84,6530.84,6530.84,6530.84,0.0
2020-01-04 19:00:00,6577.8,6690.0,6530.84,6530.84,0.20741
2020-01-04 20:00:00,6535.77,6535.77,6528.53,6535.77,0.007873
2020-01-04 21:00:00,6561.66,6583.02,6550.0,6583.02,0.110657
2020-01-04 22:00:00,6554.64,6568.18,6554.64,6568.18,0.006035
2020-01-04 23:00:00,6568.18,6568.18,6568.18,6568.18,0.0
2020-01-05 00:00:00,6568.18,6568.18,6568.18,6568.18,0.0
2020-01-05 01:00:00,6590.9,6593.82,6590.9,6593.82,0.004183
2020-01-05 02:00:00,6593.82,6699.28,6568.18,6699.28,0.036614
2020-01-05 03:00:00,6677.83,6677.83,6677.83,6677.83,0.013074
2020-01-05 04:00:00,6678.02,6678.02,6678.02,6678.02,0.001878
2020-01-05 05:00:00,6669.65,6671.27,6658.6,6671.27,0.098841
2020-01-05 06:00:00,6671.27,6671.27,6671.27,6671.27,0.0
2020-01-05 07:00:00,6671.27,6684.27,6671.27,6684.27,0.217316
2020-01-05 08:00:00,6675.0,6689.99,6674.82,6689.99,0.016177
2020-01-05 09:00:00,6671.27,6671.27,6659.09,6659.09,0.121375
2020-01-05 10:00:00,6642.22,6661.94,6642.22,6658.54,0.134192
2020-01-05 11:00:00,6636.36,6638.97,6623.0,6624.0,0.564259
2020-01-05 12:00:00,6650.0,6655.44,6650.0,6655.44,0.026107
2020-01-05 13:00:00,6659.09,6660.07,6659.09,6660.07,0.0032
2020-01-05 14:00:00,6655.44,6671.9,6655.44,6671.9,0.03106
2020-01-05 15:00:00,6651.46,6651.46,6651.46,6651.46,0.0115
2020-01-05 16:00:00,6680.0,6684.04,6680.0,6684.04,0.046694
2020-01-05 17:00:00,6684.04,6684.04,6670.1,6676.85,0.016137
2020-01-05 18:00:00,6676.85,6676.85,6676.85,6676.85,0.0
2020-01-05 19:00:00,6659.09,6659.09,6600.0,6623.35,0.020902
2020-01-05 20:00:00,6645.93,6692.0,6645.93,6692.0,1.48981
2020-01-05 21:00:00,6642.33,6669.52,6635.22,6669.01,0.181183
2020-01-05 22:00:00,6659.09,6659.09,6590.9,6601.53,0.187588
2020-01-05 23:00:00,6590.9,6590.9,6583.42,6583.42,0.0032
2020-01-06 00:00:00,6583.4,6589.0,6583.4,6589.0,0.140055
2020-01-06 01:00:00,6568.18,6618.16,6515.58,6599.18,2.075657
2020-01-06 02:00:00,6613.21,6613.23,6613.21,6613.23,0.042884
2020-01-06 03:00:00,6636.36,6750.1,6636.36,6749.39,1.527998
2020-01-06 04:00:00,6727.27,6727.27,6723.63,6723.63,0.0032
2020-01-06 05:00:00,6745.22,6748.7,6744.83,6744.83,0.356265
2020-01-06 06:00:00,6704.54,6744.83,6704.54,6744.83,0.01673
2020-01-06 07:00:00,6744.83,6744.83,6744.83,6744.83,0.0
2020-01-06 08:00:00,6721.24,6721.24,6721.24,6721.24,0.047526
2020-01-06 09:00:00,6729.42,6750.0,6729.42,6750.0,0.205491
2020-01-06 10:00:00,6732.86,6732.86,6732.86,6732.86,0.001776
2020-01-06 11:00:00,6750.0,6750.0,6750.0,6750.0,0.061679
2020-01-06 12:00:00,6751.0,6780.0,6750.0,6750.0,0.162236
2020-01-06 13:00:00,6750.0,6750.0,6750.0,6750.0,0.116016
2020-01-06 14:00:00,6727.27,6750.0,6636.36,6681.81,0.307719
2020-01-06 15:00:00,6681.81,6681.81,6659.09,6659.09,0.094853
2020-01-06 16:00:00,6659.09,6659.09,6659.09,6659.09,0.0
2020-01-06 17:00:00,6659.09,6659.09,6659.09,6659.09,0.0
2020-01-06 18:00:00,6659.09,6714.34,6600.0,6681.81,0.167484
2020-01-06 19:00:00,6659.09,6681.8,6659.09,6681.8,0.0032
2020-01-06 20:00:00,6681.68,6681.81,6500.0,6598.69,0.197833
2020-01-06 21:00:00,6613.63,6639.8,6550.0,6550.0,0.142097
2020-01-06 22:00:00,6545.45,6750.0,6520.0,6713.89,1.752361
2020-01-06 23:00:00,6727.27,6917.46,6607.79,6889.49,2.804042
2020-01-07 00:00:00,6911.05,6950.0,6886.45,6914.15,0.163136
2020-01-07 01:00:00,6942.65,7135.43,6942.65,7047.75,2.259652
2020-01-07 02:00:00,7057.78,7057.78,7057.78,7057.78,0.005
2020-01-07 03:00:00,7070.37,7070.37,7070.37,7070.37,0.018817
2020-01-07 04:00:00,7044.11,7071.92,7044.11,7071.92,0.003066
2020-01-07 05:00:00,7071.92,7071.92,7071.92,7071.92,0.0
2020-01-07 06:00:00,7020.5,7045.9,7020.5,7042.72,0.023766
2020-01-07 07:00:00,7042.72,7042.72,7042.72,7042.72,0.0
2020-01-07 08:00:00,7032.73,7032.73,7032.73,7032.73,0.236425
2020-01-07 09:00:00,7032.73,7032.75,7032.73,7032.75,0.009543
2020-01-07 10:00:00,7045.0,7045.0,6969.68,7038.21,1.413477
2020-01-07 11:00:00,7016.42,7041.0,7016.42,7041.0,0.104263
2020-01-07 12:00:00,7045.0,7108.6,7045.0,7079.89,1.159486
2020-01-07 13:00:00,7070.42,7092.7,7027.43,7027.43,0.709598
2020-01-07 14:00:00,7002.37,7017.87,7000.39,7017.87,0.252247
2020-01-07 15:00:00,7034.85,7042.8,7034.85,7039.31,0.110861
2020-01-07 16:00:00,7006.39,7025.65,6900.0,6965.2,0.343785
2020-01-07 17:00:00,6998.41,7105.21,6998.41,7100.19,0.381622
2020-01-07 18:00:00,7107.1,7107.1,7098.74,7098.74,16.998309
2020-01-07 19:00:00,7098.04,7267.8,7098.04,7191.44,2.116196
2020-01-07 20:00:00,7205.6,7281.0,7205.6,7216.17,1.63087
2020-01-07 21:00:00,7214.15,7334.5,7214.15,7303.75,0.481959
2020-01-07 22:00:00,7320.9,7352.71,7166.62,7166.62,0.518892
